Study level 1	Study level 2	Study level 3	Name	Image	LayerData	Overall_Cy5_Entropy	Overall_DAPI_Entropy	Overall_FITC_Entropy	Overall_TRITC_Entropy	Per_Lesion_Cy5_Entropy	Per_Lesion_DAPI_Entropy	Per_Lesion_FITC_Entropy	Per_Lesion_TRITC_Entropy	L01_DAPI	L02_DAPI	L03_DAPI	L04_DAPI	L05_DAPI	L06_DAPI	L07_DAPI	L08_DAPI	L09_DAPI	L10_DAPI	L11_DAPI	L12_DAPI	L13_DAPI	L14_DAPI	cells_total_all_granulomas	cells_total_granuloma - cells_total_granuloma	Cy5_all_granulomas_percent	Cy5_cells_all_granulomas	Cy5_cells_granuloma	Cy5_granuloma_percent - Cy5_granuloma_percent	DAPI_cells_all_granulomas	DAPI_cells_granuloma	FITC_all_granulomas_percent	FITC_cells_all_granulomas	FITC_cells_granuloma	FITC_granuloma_percent - FITC_granuloma_percent	object_info - LabelType	object_info - LabelName	object_info - ROIType	object_info - ROIName	object_info - Envelope	TRITC_all_granulomas_percent	TRITC_cells_all_granulomas	TRITC_cells_granuloma	TRITC_granuloma_percent - TRITC_granuloma_percent	L01_total_host	L01_B220	L01_CD4	L01_CD8	L02_total_host	L02_B220	L02_CD4	L02_CD8	L03_total_host	L03_B220	L03_CD4	L03_CD8	L04_total_host	L04_B220	L04_CD4	L04_CD8	L05_total_host	L05_B220	L05_CD4	L05_CD8	L06_total_host	L06_B220	L06_CD4	L06_CD8	L07_total_host	L07_B220	L07_CD4	L07_CD8	L08_total_host	L08_B220	L08_CD4	L08_CD8	L09_total_host	L09_B220	L09_CD4	L09_CD8	L10_total_host	L10_B220	L10_CD4	L10_CD8	L11_total_host	L11_B220	L11_CD4	L11_CD8	L12_total_host	L12_B220	L12_CD4	L12_CD8	L13_total_host	L13_B220	L13_CD4	L13_CD8	Lobe_total_total_host	Lobe_total_B220	Lobe_total_DAPI	Lobe_total_CD4	Lobe_total_CD8	lesion_count	L14_total_host	L14_B220	L14_CD4	L14_CD8	Cy5_texture_entropy_lesion	Cy5_texture_entropy_lobe	DAPI_texture_entropy_lesion	DAPI_texture_entropy_lobe	FITC_texture_entropy_lesion	FITC_texture_entropy_lobe	TRITC_texture_entropy_lesion	TRITC_texture_entropy_lobe	L01_area	L02_area	L03_area	L04_area	L05_area	L06_area	L07_area	L08_area	L09_area	L10_area	L11_area	L12_area	L13_area	L14_area
Sarah Cooper	Final Opal Data	BCG21	-G D114 21-25_01_Maximum_Z_ROI 002[0001]	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\BCG D114 21-25_01_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d1\e1884\ses768_103933_Result.mld	4.574225391	5.602915022	6.532849715	6.591710388	4.842711649	6.033210388	6.561262114	6.614862122	6307	2601	7995	2949	3817	837	2209	0	0	0	0	0	0	0	62181	6199	13.23555427	8230	498	8.033553799	46943	4687	6.469821971	4023	561	9.049846749	NA	NA	4	L04	(-4.797961 4.188869) -> (-4.268922 2.938547)	4.800501761	2985	453	7.307630263	11695	1655	877	690	2829	50	69	28	19345	4859	2048	1243	5684	504	772	499	6568	765	562	273	1642	387	166	127	3538	77	388	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51301	8297	26715	4882	3188	7	0	0	0	0	12.13377145	12.92640072	11.36279938	12.57170215	12.15075214	13.60107364	12.2536641	13.6412839	610109.9843	181534.705	866376.0572	304944.2728	336966.2935	77030.66652	227342.5278	0	0	0	0	0	0	0
Sarah Cooper	Final Opal Data	BCG21	-G D114 21-25_01_Maximum_Z_ROI 002[0001]	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\BCG D114 21-25_01_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d1\e1884\ses768_103933_Result.mld	4.574225391	5.602915022	6.532849715	6.591710388	5.464078991	5.963248679	6.518187283	6.464106074	6307	2601	7995	2949	3817	837	2209	0	0	0	0	0	0	0	62181	7365	13.23555427	8230	699	9.490835031	46943	5938	6.469821971	4023	464	6.300067889	NA	NA	5	L05	(-4.158921 2.772418) -> (-3.534720 1.822096)	4.800501761	2985	264	3.584521385	11695	1655	877	690	2829	50	69	28	19345	4859	2048	1243	5684	504	772	499	6568	765	562	273	1642	387	166	127	3538	77	388	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51301	8297	26715	4882	3188	7	0	0	0	0	12.28899631	12.92640072	11.36033297	12.57170215	12.19045875	13.60107364	12.21997873	13.6412839	610109.9843	181534.705	866376.0572	304944.2728	336966.2935	77030.66652	227342.5278	0	0	0	0	0	0	0
Sarah Cooper	Final Opal Data	BCG21	-G D114 21-25_01_Maximum_Z_ROI 002[0001]	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\BCG D114 21-25_01_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d1\e1884\ses768_103933_Result.mld	4.574225391	5.602915022	6.532849715	6.591710388	5.647459586	6.09495206	6.64475096	6.491760572	6307	2601	7995	2949	3817	837	2209	0	0	0	0	0	0	0	62181	2348	13.23555427	8230	402	17.120954	46943	1738	6.469821971	4023	99	4.216354344	NA	NA	6	L06	(-4.021823 1.778548) -> (-3.673431 1.214032)	4.800501761	2985	109	4.642248722	11695	1655	877	690	2829	50	69	28	19345	4859	2048	1243	5684	504	772	499	6568	765	562	273	1642	387	166	127	3538	77	388	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51301	8297	26715	4882	3188	7	0	0	0	0	10.49991435	12.92640072	10.30233597	12.57170215	10.76840174	13.60107364	10.88177366	13.6412839	610109.9843	181534.705	866376.0572	304944.2728	336966.2935	77030.66652	227342.5278	0	0	0	0	0	0	0
Sarah Cooper	Final Opal Data	BCG21	-G D114 21-25_01_Maximum_Z_ROI 002[0001]	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\BCG D114 21-25_01_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d1\e1884\ses768_103933_Result.mld	4.574225391	5.602915022	6.532849715	6.591710388	5.43802574	5.786172158	6.347952478	6.671888647	6307	2601	7995	2949	3817	837	2209	0	0	0	0	0	0	0	62181	4976	13.23555427	8230	75	1.507234727	46943	4566	6.469821971	4023	127	2.552250804	NA	NA	7	L07	(-3.750529 1.090161) -> (-3.047940 0.291774)	4.800501761	2985	208	4.180064309	11695	1655	877	690	2829	50	69	28	19345	4859	2048	1243	5684	504	772	499	6568	765	562	273	1642	387	166	127	3538	77	388	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51301	8297	26715	4882	3188	7	0	0	0	0	12.48860838	12.92640072	11.4325585	12.57170215	12.07533164	13.60107364	12.13787924	13.6412839	610109.9843	181534.705	866376.0572	304944.2728	336966.2935	77030.66652	227342.5278	0	0	0	0	0	0	0
Sarah Cooper	Final Opal Data	SAL17	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses753_94264_Result.mld	5.699036848	6.382495105	6.595798645	6.614708126	5.701949889	6.406830039	6.571677079	6.720361916															44152	1785	13.44899438	5938	401	22.46498599	31234	1105	9.125294437	4029	141	7.899159664	NA	NA	1	L01	(-0.478701 6.139462) -> (-0.026129 5.780756)	6.683728936	2951	138	7.731092437																																																										7					10.55644737	13.29741167	10.38752127	12.4064334	10.6456693	13.41043885	10.68560115	13.37755622														
Sarah Cooper	Final Opal Data	SAL17	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses753_94264_Result.mld	5.699036848	6.382495105	6.595798645	6.614708126	5.620750513	6.36190123	6.58776194	6.693958214															44152	2816	13.44899438	5938	437	15.51846591	31234	1769	9.125294437	4029	360	12.78409091	NA	NA	1	L01	(0.240318 6.027527) -> (0.691278 5.556564)	6.683728936	2951	250	8.877840909																																																										7					10.60418181	13.29741167	10.5505276	12.4064334	10.6652645	13.41043885	10.72682297	13.37755622														
Sarah Cooper	Final Opal Data	SAL17	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses753_94264_Result.mld	5.699036848	6.382495105	6.595798645	6.614708126	5.824369609	6.219928653	6.538460096	6.60389303															44152	4333	13.44899438	5938	1113	25.68659128	31234	2484	9.125294437	4029	447	10.31617817	NA	NA	1	L01	(-0.345155 5.873980) -> (0.559022 5.321082)	6.683728936	2951	289	6.669743826																																																										7					11.65851602	13.29741167	11.6707221	12.4064334	12.07125295	13.41043885	12.10491821	13.37755622														
Sarah Cooper	Final Opal Data	SAL17	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses753_94264_Result.mld	5.699036848	6.382495105	6.595798645	6.614708126	5.699639334	6.379417059	6.632044651	6.654408095															44152	17947	13.44899438	5938	2530	14.09706358	31234	12598	9.125294437	4029	1716	9.561486599	NA	NA	1	L01	(-1.149656 5.104955) -> (-0.080966 3.410776)	6.683728936	2951	1103	6.145873962																																																										7					13.29741167	13.29741167	12.76843552	12.4064334	13.37048367	13.41043885	13.35971588	13.37755622														
Sarah Cooper	Final Opal Data	SAL17	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses753_94264_Result.mld	5.699036848	6.382495105	6.595798645	6.614708126	5.918717554	6.440379611	6.404710872	6.13815945															44152	1628	13.44899438	5938	154	9.459459459	31234	1026	9.125294437	4029	264	16.21621622	NA	NA	1	L01	(0.125804 4.873989) -> (0.477088 4.405929)	6.683728936	2951	184	11.3022113																																																										7					10.8462907	13.29741167	10.39523179	12.4064334	10.63556451	13.41043885	10.74600765	13.37755622														
Sarah Cooper	Final Opal Data	SAL17	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses753_94264_Result.mld	5.699036848	6.382495105	6.595798645	6.614708126	5.902879812	6.394371784	6.253543989	6.173911976															44152	511	13.44899438	5938	35	6.849315068	31234	340	9.125294437	4029	62	12.13307241	NA	NA	1	L01	(0.248383 4.177866) -> (0.436121 3.856256)	6.683728936	2951	74	14.481409																																																										7					9.412149428	13.29741167	9.283220731	12.4064334	9.292645244	13.41043885	9.34831438	13.37755622														
Sarah Cooper	Final Opal Data	SAL17	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses753_94264_Result.mld	5.699036848	6.382495105	6.595798645	6.614708126	5.689918075	6.407327822	6.595296914	6.547284856															44152	15132	13.44899438	5938	1268	8.379592916	31234	11912	9.125294437	4029	1039	6.866243722	NA	NA	1	L01	(-1.422232 2.608203) -> (0.015806 1.429503)	6.683728936	2951	913	6.03357124																																																										7					13.13780992	13.29741167	12.77256581	12.4064334	13.41043885	13.41043885	13.37755622	13.37755622														
Sarah Cooper	Final Opal Data	SAL18	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses754_104833_Result.mld	5.74961415	6.563598219	6.489519117	6.446540023	5.653446188	6.375694254	6.760252985	6.690672812	1131	316	513	4465	2397	1682	1233	1909	2995	1061	0	0	0	0	22863	1368	5.222411757	1194	63	4.605263158	17871	1131	8.883348642	2031	103	7.529239766	NA	NA	1	L01	(2.657371 5.807529) -> (3.061557 5.234631)	7.728644535	1767	71	5.19005848	1368	63	103	71	421	17	72	16	709	30	90	76	5347	223	324	335	3044	141	260	246	2163	63	204	214	1849	263	193	161	2577	131	280	258	3719	168	324	239	1499	88	197	153	0	0	0	0	0	0	0	0	0	0	0	0	22696	1187	17702	2047	1769	10	0	0	0	0	10.12561712	12.20950694	10.27824007	11.16738271	10.18600627	12.02758729	10.0669533	12.02599581	144342.3962	29220.43641	48036.9923	363613.0439	201011.829	158074.3864	105324.0982	168558.1815	234779.0725	84281.58808	0	0	0	0
Sarah Cooper	Final Opal Data	SAL18	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses754_104833_Result.mld	5.74961415	6.563598219	6.489519117	6.446540023	5.840494269	6.592800658	6.57854633	6.112753478	1131	316	513	4465	2397	1682	1233	1909	2995	1061	0	0	0	0	22863	416	5.222411757	1194	17	4.086538462	17871	316	8.883348642	2031	67	16.10576923	NA	NA	1	L01	(3.154781 3.916256) -> (3.437357 3.670129)	7.728644535	1767	16	3.846153846	1368	63	103	71	421	17	72	16	709	30	90	76	5347	223	324	335	3044	141	260	246	2163	63	204	214	1849	263	193	161	2577	131	280	258	3719	168	324	239	1499	88	197	153	0	0	0	0	0	0	0	0	0	0	0	0	22696	1187	17702	2047	1769	10	0	0	0	0	9.688310876	12.20950694	9.292983208	11.16738271	9.329188694	12.02758729	9.356604656	12.02599581	144342.3962	29220.43641	48036.9923	363613.0439	201011.829	158074.3864	105324.0982	168558.1815	234779.0725	84281.58808	0	0	0	0
Sarah Cooper	Final Opal Data	SAL18	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses754_104833_Result.mld	5.74961415	6.563598219	6.489519117	6.446540023	6.04783316	6.495224292	6.400283425	6.541594748	1131	316	513	4465	2397	1682	1233	1909	2995	1061	0	0	0	0	22863	707	5.222411757	1194	30	4.243281471	17871	513	8.883348642	2031	88	12.44695898	NA	NA	1	L01	(3.358326 3.325616) -> (3.611547 3.061424)	7.728644535	1767	76	10.74964639	1368	63	103	71	421	17	72	16	709	30	90	76	5347	223	324	335	3044	141	260	246	2163	63	204	214	1849	263	193	161	2577	131	280	258	3719	168	324	239	1499	88	197	153	0	0	0	0	0	0	0	0	0	0	0	0	22696	1187	17702	2047	1769	10	0	0	0	0	9.455643955	12.20950694	9.384287897	11.16738271	9.238220642	12.02758729	9.255569967	12.02599581	144342.3962	29220.43641	48036.9923	363613.0439	201011.829	158074.3864	105324.0982	168558.1815	234779.0725	84281.58808	0	0	0	0
Sarah Cooper	Final Opal Data	SAL18	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses754_104833_Result.mld	5.74961415	6.563598219	6.489519117	6.446540023	5.729416409	6.401285624	6.550519986	6.533651935	1131	316	513	4465	2397	1682	1233	1909	2995	1061	0	0	0	0	22863	5344	5.222411757	1194	223	4.172904192	17871	4465	8.883348642	2031	322	6.025449102	NA	NA	1	L01	(2.938979 2.872394) -> (3.765093 2.173368)	7.728644535	1767	334	6.25	1368	63	103	71	421	17	72	16	709	30	90	76	5347	223	324	335	3044	141	260	246	2163	63	204	214	1849	263	193	161	2577	131	280	258	3719	168	324	239	1499	88	197	153	0	0	0	0	0	0	0	0	0	0	0	0	22696	1187	17702	2047	1769	10	0	0	0	0	12.09654122	12.20950694	11.49596738	11.16738271	12.0042212	12.02758729	12.0161282	12.02599581	144342.3962	29220.43641	48036.9923	363613.0439	201011.829	158074.3864	105324.0982	168558.1815	234779.0725	84281.58808	0	0	0	0
Sarah Cooper	Final Opal Data	SAL18	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses754_104833_Result.mld	5.74961415	6.563598219	6.489519117	6.446540023	5.949297977	6.32614852	6.573194797	6.37557769	1131	316	513	4465	2397	1682	1233	1909	2995	1061	0	0	0	0	22863	3042	5.222411757	1194	141	4.635108481	17871	2397	8.883348642	2031	258	8.481262327	NA	NA	1	L01	(3.195426 2.118852) -> (3.709610 1.386278)	7.728644535	1767	246	8.08678501	1368	63	103	71	421	17	72	16	709	30	90	76	5347	223	324	335	3044	141	260	246	2163	63	204	214	1849	263	193	161	2577	131	280	258	3719	168	324	239	1499	88	197	153	0	0	0	0	0	0	0	0	0	0	0	0	22696	1187	17702	2047	1769	10	0	0	0	0	12.20950694	12.20950694	11.49191786	11.16738271	12.02758729	12.02758729	12.02599581	12.02599581	144342.3962	29220.43641	48036.9923	363613.0439	201011.829	158074.3864	105324.0982	168558.1815	234779.0725	84281.58808	0	0	0	0
Sarah Cooper	Final Opal Data	SAL18	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses754_104833_Result.mld	5.74961415	6.563598219	6.489519117	6.446540023	5.982988721	6.70405634	6.336342907	6.187630701	1131	316	513	4465	2397	1682	1233	1909	2995	1061	0	0	0	0	22863	2162	5.222411757	1194	63	2.913968548	17871	1682	8.883348642	2031	204	9.435707678	NA	NA	1	L01	(2.213508 1.835306) -> (2.764466 1.365311)	7.728644535	1767	213	9.851988899	1368	63	103	71	421	17	72	16	709	30	90	76	5347	223	324	335	3044	141	260	246	2163	63	204	214	1849	263	193	161	2577	131	280	258	3719	168	324	239	1499	88	197	153	0	0	0	0	0	0	0	0	0	0	0	0	22696	1187	17702	2047	1769	10	0	0	0	0	10.49187701	12.20950694	10.45415547	11.16738271	10.4941052	12.02758729	10.47598062	12.02599581	144342.3962	29220.43641	48036.9923	363613.0439	201011.829	158074.3864	105324.0982	168558.1815	234779.0725	84281.58808	0	0	0	0
Sarah Cooper	Final Opal Data	SAL18	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses754_104833_Result.mld	5.74961415	6.563598219	6.489519117	6.446540023	5.772844399	6.45039385	6.443312734	6.379048404	1131	316	513	4465	2397	1682	1233	1909	2995	1061	0	0	0	0	22863	1868	5.222411757	1194	266	14.23982869	17871	1249	8.883348642	2031	192	10.27837259	NA	NA	1	L01	(2.923818 1.564018) -> (3.505097 0.998217)	7.728644535	1767	161	8.618843683	1368	63	103	71	421	17	72	16	709	30	90	76	5347	223	324	335	3044	141	260	246	2163	63	204	214	1849	263	193	161	2577	131	280	258	3719	168	324	239	1499	88	197	153	0	0	0	0	0	0	0	0	0	0	0	0	22696	1187	17702	2047	1769	10	0	0	0	0	10.67100978	12.20950694	10.46584982	11.16738271	10.72449909	12.02758729	10.81065015	12.02599581	144342.3962	29220.43641	48036.9923	363613.0439	201011.829	158074.3864	105324.0982	168558.1815	234779.0725	84281.58808	0	0	0	0
Sarah Cooper	Final Opal Data	SAL18	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses754_104833_Result.mld	5.74961415	6.563598219	6.489519117	6.446540023	5.852778246	6.728190115	6.063788776	6.242838617	1131	316	513	4465	2397	1682	1233	1909	2995	1061	0	0	0	0	22863	2580	5.222411757	1194	131	5.07751938	17871	1914	8.883348642	2031	277	10.73643411	NA	NA	1	L01	(2.148670 1.328859) -> (2.689628 0.840154)	7.728644535	1767	258	10	1368	63	103	71	421	17	72	16	709	30	90	76	5347	223	324	335	3044	141	260	246	2163	63	204	214	1849	263	193	161	2577	131	280	258	3719	168	324	239	1499	88	197	153	0	0	0	0	0	0	0	0	0	0	0	0	22696	1187	17702	2047	1769	10	0	0	0	0	10.70490639	12.20950694	10.57261	11.16738271	10.59307122	12.02758729	10.5721063	12.02599581	144342.3962	29220.43641	48036.9923	363613.0439	201011.829	158074.3864	105324.0982	168558.1815	234779.0725	84281.58808	0	0	0	0
Sarah Cooper	Final Opal Data	SAL18	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses754_104833_Result.mld	5.74961415	6.563598219	6.489519117	6.446540023	5.699547913	6.392977208	6.498342462	6.445859812	1131	316	513	4465	2397	1682	1233	1909	2995	1061	0	0	0	0	22863	3783	5.222411757	1194	168	4.440919905	17871	3051	8.883348642	2031	324	8.564631245	NA	NA	1	L01	(2.718338 1.068861) -> (3.287037 0.172095)	7.728644535	1767	240	6.344171293	1368	63	103	71	421	17	72	16	709	30	90	76	5347	223	324	335	3044	141	260	246	2163	63	204	214	1849	263	193	161	2577	131	280	258	3719	168	324	239	1499	88	197	153	0	0	0	0	0	0	0	0	0	0	0	0	22696	1187	17702	2047	1769	10	0	0	0	0	12.0764492	12.20950694	11.30258701	11.16738271	11.98331294	12.02758729	11.90085645	12.02599581	144342.3962	29220.43641	48036.9923	363613.0439	201011.829	158074.3864	105324.0982	168558.1815	234779.0725	84281.58808	0	0	0	0
Sarah Cooper	Final Opal Data	SAL18	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses754_104833_Result.mld	5.74961415	6.563598219	6.489519117	6.446540023	5.929567982	6.67833737	6.414663683	6.256231673	1131	316	513	4465	2397	1682	1233	1909	2995	1061	0	0	0	0	22863	1593	5.222411757	1194	92	5.775266792	17871	1153	8.883348642	2031	196	12.30382925	NA	NA	1	L01	(2.237701 0.764026) -> (2.697693 0.247901)	7.728644535	1767	152	9.541745135	1368	63	103	71	421	17	72	16	709	30	90	76	5347	223	324	335	3044	141	260	246	2163	63	204	214	1849	263	193	161	2577	131	280	258	3719	168	324	239	1499	88	197	153	0	0	0	0	0	0	0	0	0	0	0	0	22696	1187	17702	2047	1769	10	0	0	0	0	10.80356519	12.20950694	10.39955403	11.16738271	10.67902124	12.02758729	10.70180931	12.02599581	144342.3962	29220.43641	48036.9923	363613.0439	201011.829	158074.3864	105324.0982	168558.1815	234779.0725	84281.58808	0	0	0	0
Sarah Cooper	Final Opal Data	SAL20	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses755_105013_Result.mld	5.335283933	6.606040304	6.612340956	6.562628408	5.761186778	6.726241364	6.269783057	6.564868399	3392	3957	425	9901	9459	0	0	0	0	0	0	0	0	0	41331	3934	19.65110934	8122	181	4.600915099	27322	3394	6.723766664	2779	189	4.804270463	NA	NA	1	L01	(2.081575 -0.864992) -> (2.680274 -1.564018)	7.519779342	3108	170	4.321301474	3929	180	188	170	4873	274	339	305	663	40	79	122	16018	3464	1262	1474	15451	4162	905	1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40934	8120	27134	2773	3100	5	0	0	0	0	12.1127009	13.05518831	11.43951435	12.44648203	11.92493513	13.48563923	12.02073906	13.44169936	269310.4993	324779.5484	41309.18285	971551.6238	918150.3648	0	0	0	0	0	0	0	0	0
Sarah Cooper	Final Opal Data	SAL20	SAL20	\\campusrstor1.onefs.colostate.edu\cvmbs\RSTOR-IMPAc-TB\Pathology\SKC Scans\Base Period - HN878 Erdman Pilot\Opal\9.23.20 CD4 CD8 B220 D114 rescan\SAL D114 17-20_08_Maximum_Z.vsi	\\cvmvisiopharm01\VIS_Migration\d2\e2210\ses755_105013_Result.mld	5.335283933	6.606040304	6.612340956	6.562628408	5.696420166	6.640054061	6.499572605	6.513781111	3392	3957	425	9901	9459	0	0	0	0	0	0	0	0	0	41331	4875	19.65110934	8122	274	5.620512821	27322	3957	6.723766664	2779	339	6.953846154	NA	NA	1	L01	(1.772871 -2.411430) -> (2.446084 -3.264971)	7.519779342	3108	305	6.256410256	3929	180	188	170	4873	274	339	305	663	40	79	122	16018	3464	1262	1474	15451	4162	905	1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40934	8120	27134	2773	3100	5	0	0	0	0	12.11140077	13.05518831	11.48050394	12.44648203	11.93376332	13.48563923	11.95830302	13.44169936	269310.4993	324779.5484	41309.18285	971551.6238	918150.3648	0	0	0	0	0	0	0	0	0
